mkt_unique_carrier,origin,dest,crs_dep_time,crs_arr_time,arr_delay,crs_elapsed_time,flights,distance,orig_weather_categ,dest_weather_categ,year,month,day,dep_time_of_day,arr_time_of_day,orig_region,dest_region
AA,DFW,TLH,1830,2138,17.0,128.0,1.0,767.0,cloudy,rain,2018,2,11,3,1,West-South Central,South-Atlantic
DL,TUL,MSP,1741,1945,-6.0,124.0,1.0,615.0,sunny,cloudy,2018,6,3,3,3,West-South Central,West-North Central
NK,ACY,MCO,720,949,-12.0,149.0,1.0,852.0,sunny,cloudy,2018,11,1,0,0,Mid-Atlantic,South-Atlantic
DL,ATL,TLH,1649,1754,-13.0,65.0,1.0,223.0,cloudy,cloudy,2019,6,5,2,3,South-Atlantic,South-Atlantic
WN,LAS,SJC,1255,1425,-12.0,90.0,1.0,386.0,sunny,cloudy,2019,7,10,2,2,South-West,Pacific
WN,BWI,ALB,1050,1215,117.0,85.0,1.0,289.0,rain,cloudy,2019,7,12,0,2,Mid-Atlantic,Mid-Atlantic
AS,SNA,SEA,1850,2135,53.0,165.0,1.0,978.0,cloudy,cloudy,2019,9,19,3,1,Pacific,Pacific
AA,GSO,CLT,1430,1540,-14.0,70.0,1.0,83.0,rain,cloudy,2019,9,5,2,2,South-Atlantic,South-Atlantic
WN,BNA,DEN,1755,1950,-22.0,175.0,1.0,1014.0,sunny,sunny,2019,6,25,3,3,East-South Central,South-West
AA,LAX,LIH,955,1411,22.0,376.0,1.0,2615.0,cloudy,rain,2019,2,27,0,2,Pacific,Pacific
AA,ORD,BMI,2154,2248,24.0,54.0,1.0,116.0,rain,rain,2018,3,26,1,1,East-North Central,East-North Central
UA,LAX,DFW,950,1508,-30.0,198.0,1.0,1235.0,cloudy,sunny,2018,3,20,0,2,Pacific,West-South Central
AA,FAT,PHX,1241,1425,-10.0,104.0,1.0,493.0,sunny,sunny,2018,9,27,2,2,Pacific,South-West
AA,CLT,SDF,1556,1720,-22.0,84.0,1.0,335.0,sunny,sunny,2018,6,8,2,3,South-Atlantic,East-South Central
WN,SLC,LAX,1450,1550,-10.0,120.0,1.0,590.0,sunny,sunny,2018,1,12,2,2,South-West,Pacific
WN,HOU,TPA,1950,2255,-21.0,125.0,1.0,781.0,cloudy,sunny,2019,4,16,3,1,West-South Central,South-Atlantic
WN,BWI,ROC,1605,1725,-18.0,80.0,1.0,277.0,sunny,sunny,2019,7,19,2,3,Mid-Atlantic,Mid-Atlantic
UA,EWR,CVG,1659,1908,36.0,129.0,1.0,569.0,rain,rain,2019,6,5,2,3,Mid-Atlantic,East-North Central
DL,ATL,AEX,2124,2216,-22.0,112.0,1.0,500.0,cloudy,sunny,2018,12,23,1,1,South-Atlantic,West-South Central
DL,JFK,ORD,700,854,50.0,174.0,1.0,740.0,sunny,cloudy,2019,11,13,0,0,Mid-Atlantic,East-North Central
UA,DEN,SLC,1950,2128,-35.0,98.0,1.0,391.0,sunny,sunny,2018,7,4,3,1,South-West,South-West
AS,SEA,ABQ,1815,2215,-21.0,180.0,1.0,1180.0,cloudy,sunny,2019,8,24,3,1,Pacific,South-West
UA,IAH,DAY,1830,2207,120.0,157.0,1.0,929.0,rain,rain,2019,1,28,3,1,West-South Central,East-North Central
AS,LAX,PDX,1955,2228,-11.0,153.0,1.0,834.0,sunny,cloudy,2019,12,28,3,1,Pacific,Pacific
B6,PBI,EWR,2030,2319,11.0,169.0,1.0,1023.0,rain,sunny,2018,8,23,3,1,South-Atlantic,Mid-Atlantic
UA,SFO,ONT,951,1125,-20.0,94.0,1.0,363.0,sunny,sunny,2019,10,27,0,0,Pacific,Pacific
AA,ABQ,DFW,1044,1334,16.0,110.0,1.0,569.0,sunny,sunny,2018,7,7,0,2,South-West,West-South Central
DL,DTW,SEA,1555,1804,91.0,309.0,1.0,1927.0,snow & rain,rain,2018,3,1,2,3,East-North Central,Pacific
AA,LAS,CLT,925,1654,-12.0,269.0,1.0,1916.0,sunny,sunny,2018,5,7,0,2,South-West,South-Atlantic
UA,BNA,DEN,1235,1449,-35.0,194.0,1.0,1014.0,sunny,sunny,2019,11,5,2,2,East-South Central,South-West
DL,BTV,JFK,600,725,-15.0,85.0,1.0,266.0,sunny,sunny,2018,6,17,0,0,New England,Mid-Atlantic
AA,CLT,MOB,1630,1727,-2.0,117.0,1.0,526.0,sunny,sunny,2018,1,20,2,3,South-Atlantic,East-South Central
AA,LAS,DFW,1427,1919,-8.0,172.0,1.0,1055.0,sunny,sunny,2018,10,29,2,3,South-West,West-South Central
AA,GRK,DFW,600,703,-15.0,63.0,1.0,134.0,sunny,rain,2019,8,23,0,0,West-South Central,West-South Central
UA,MSY,IAH,710,830,-15.0,80.0,1.0,305.0,sunny,sunny,2019,12,24,0,0,West-South Central,West-South Central
DL,ATL,BWI,2012,2200,-8.0,108.0,1.0,577.0,rain,rain,2018,2,25,3,1,South-Atlantic,Mid-Atlantic
UA,DEN,ORD,1548,1916,48.0,148.0,1.0,888.0,rain,rain,2018,6,20,2,3,South-West,East-North Central
DL,JFK,PIT,1455,1651,-26.0,116.0,1.0,340.0,rain,rain,2019,10,22,2,2,Mid-Atlantic,Mid-Atlantic
DL,SAT,ATL,1345,1704,2.0,139.0,1.0,874.0,rain,rain,2019,1,2,2,3,West-South Central,South-Atlantic
UA,STL,EWR,1705,2040,0.0,155.0,1.0,872.0,rain,snow & rain,2019,2,20,3,3,West-North Central,Mid-Atlantic
G4,LAX,BLI,1127,1408,-1.0,161.0,1.0,1047.0,cloudy,sunny,2019,6,1,0,2,Pacific,Pacific
UA,IAH,EWR,605,1034,21.0,209.0,1.0,1400.0,rain,rain,2018,5,27,0,0,West-South Central,Mid-Atlantic
WN,MCO,ATL,930,1105,-16.0,95.0,1.0,404.0,sunny,sunny,2018,3,13,0,0,South-Atlantic,South-Atlantic
DL,EWR,DTW,1451,1655,30.0,124.0,1.0,488.0,rain,rain,2019,11,27,2,2,Mid-Atlantic,East-North Central
AA,DTW,MIA,1106,1412,-4.0,186.0,1.0,1145.0,rain,rain,2019,5,1,0,2,East-North Central,South-Atlantic
WN,BNA,MDW,715,845,4.0,90.0,1.0,395.0,sunny,sunny,2018,4,28,0,0,East-South Central,East-North Central
DL,SBN,DTW,1010,1110,-12.0,60.0,1.0,157.0,rain,sunny,2018,5,29,0,0,East-North Central,East-North Central
WN,LAX,BNA,1505,2100,8.0,235.0,1.0,1797.0,sunny,rain,2018,5,10,2,1,Pacific,East-South Central
AS,BOI,PDX,935,1010,-8.0,95.0,1.0,344.0,snow & rain,rain,2019,1,23,0,0,North-West,Pacific
DL,BOS,PIT,1239,1429,-1.0,110.0,1.0,496.0,sunny,sunny,2018,11,8,2,2,New England,Mid-Atlantic
WN,PHL,DEN,1850,2115,-1.0,265.0,1.0,1558.0,sunny,sunny,2018,8,16,3,1,Mid-Atlantic,South-West
AA,DCA,ROC,2215,2328,-4.0,73.0,1.0,296.0,rain,rain,2019,10,30,1,1,Mid-Atlantic,Mid-Atlantic
AA,PHX,FSD,1213,1645,1.0,152.0,1.0,1081.0,sunny,sunny,2018,6,13,2,2,South-West,West-North Central
AS,SJC,SEA,1615,1820,17.0,125.0,1.0,696.0,cloudy,rain,2019,8,2,2,3,Pacific,Pacific
AS,SNA,SFO,1310,1443,-22.0,93.0,1.0,372.0,sunny,sunny,2019,11,17,2,2,Pacific,Pacific
B6,EWR,BOS,1538,1700,9.0,82.0,1.0,200.0,sunny,sunny,2019,7,29,2,3,Mid-Atlantic,New England
NK,FLL,PIT,2045,2323,-18.0,158.0,1.0,994.0,rain,cloudy,2018,5,23,3,1,South-Atlantic,Mid-Atlantic
WN,STL,DEN,740,900,4.0,140.0,1.0,770.0,cloudy,sunny,2019,2,27,0,0,West-North Central,South-West
AA,MIA,IND,941,1227,6.0,166.0,1.0,1020.0,sunny,sunny,2018,10,29,0,2,South-Atlantic,East-North Central
AA,DFW,MYR,1050,1443,-6.0,173.0,1.0,1048.0,sunny,rain,2019,8,10,0,2,West-South Central,South-Atlantic
WN,LAX,DAL,555,1055,10.0,180.0,1.0,1246.0,sunny,sunny,2019,10,17,0,0,Pacific,West-South Central
AA,ORD,COS,2020,2206,-12.0,166.0,1.0,911.0,sunny,sunny,2018,8,23,3,1,East-North Central,South-West
AA,RNO,PHX,1242,1522,-9.0,100.0,1.0,601.0,sunny,sunny,2018,12,2,2,2,South-West,South-West
AA,CLT,MSY,2230,2333,-7.0,123.0,1.0,651.0,sunny,rain,2018,8,28,1,1,South-Atlantic,West-South Central
DL,SLC,ABQ,940,1125,-16.0,105.0,1.0,493.0,sunny,sunny,2018,4,24,0,0,South-West,South-West
AA,PVD,CLT,600,810,-16.0,130.0,1.0,683.0,sunny,cloudy,2018,7,20,0,0,New England,South-Atlantic
B6,PHL,BOS,600,714,15.0,74.0,1.0,280.0,snow & rain,snow & rain,2018,3,2,0,0,Mid-Atlantic,New England
WN,DAL,DEN,1950,2050,30.0,120.0,1.0,651.0,rain,cloudy,2019,4,13,3,3,West-South Central,South-West
DL,LGA,MIA,1050,1417,-4.0,207.0,1.0,1096.0,rain,rain,2018,8,31,0,2,Mid-Atlantic,South-Atlantic
AS,PDX,MFR,1854,1952,7.0,58.0,1.0,222.0,sunny,sunny,2018,7,16,3,3,Pacific,Pacific
AA,CLT,PIT,2234,2356,-5.0,82.0,1.0,366.0,cloudy,rain,2019,5,23,1,1,South-Atlantic,Mid-Atlantic
AA,PHX,FSD,1220,1659,-17.0,159.0,1.0,1081.0,sunny,sunny,2018,3,15,2,2,South-West,West-North Central
DL,ATL,BTR,1957,2035,80.0,98.0,1.0,448.0,sunny,sunny,2018,3,9,3,3,South-Atlantic,West-South Central
WN,LAS,LGB,1345,1450,-6.0,65.0,1.0,231.0,sunny,cloudy,2019,3,19,2,2,South-West,Pacific
UA,RDU,EWR,600,731,-18.0,91.0,1.0,416.0,rain,rain,2018,9,18,0,0,South-Atlantic,Mid-Atlantic
G4,OKC,VPS,1150,1345,56.0,115.0,1.0,726.0,rain,sunny,2019,5,21,0,2,West-South Central,South-Atlantic
UA,BGR,EWR,1300,1500,26.0,120.0,1.0,393.0,cloudy,cloudy,2018,10,28,2,2,New England,Mid-Atlantic
G4,PIE,USA,1850,2028,-27.0,98.0,1.0,528.0,sunny,sunny,2019,10,4,3,3,South-Atlantic,South-Atlantic
AS,DCA,SEA,1855,2158,-23.0,363.0,1.0,2329.0,sunny,sunny,2018,11,17,3,1,Mid-Atlantic,Pacific
DL,DTW,IAD,1405,1536,98.0,91.0,1.0,383.0,cloudy,rain,2019,5,10,2,2,East-North Central,Mid-Atlantic
AS,SEA,LAX,500,745,-6.0,165.0,1.0,954.0,cloudy,sunny,2019,10,3,0,0,Pacific,Pacific
DL,RDU,JFK,1815,2008,-8.0,113.0,1.0,427.0,rain,cloudy,2018,3,6,3,3,South-Atlantic,Mid-Atlantic
AA,DFW,PHX,840,1022,24.0,162.0,1.0,868.0,sunny,sunny,2019,3,5,0,0,West-South Central,South-West
AS,SEA,FAI,1955,2254,1.0,239.0,1.0,1533.0,cloudy,cloudy,2018,10,10,3,1,Pacific,Pacific
AA,DFW,GSO,1230,1607,0.0,157.0,1.0,999.0,sunny,rain,2018,7,17,2,2,West-South Central,South-Atlantic
WN,MDW,TUS,850,1140,17.0,230.0,1.0,1440.0,cloudy,sunny,2018,1,8,0,0,East-North Central,South-West
AA,DCA,ORD,630,738,-12.0,128.0,1.0,612.0,rain,cloudy,2018,9,28,0,0,Mid-Atlantic,East-North Central
UA,ORD,DCA,1700,1955,7.0,115.0,1.0,612.0,rain,cloudy,2018,12,13,3,3,East-North Central,Mid-Atlantic
AA,ORD,MCO,705,1044,6.0,159.0,1.0,1005.0,rain,sunny,2018,10,4,0,0,East-North Central,South-Atlantic
AA,LGA,DFW,1300,1614,-10.0,254.0,1.0,1389.0,sunny,rain,2019,1,11,2,2,Mid-Atlantic,West-South Central
AA,PIT,CLT,654,841,-30.0,107.0,1.0,366.0,rain,cloudy,2019,12,27,0,0,Mid-Atlantic,South-Atlantic
AA,ORF,CLT,1526,1656,-26.0,90.0,1.0,290.0,sunny,sunny,2019,11,29,2,2,Mid-Atlantic,South-Atlantic
B6,LGA,MCO,700,954,-11.0,174.0,1.0,950.0,cloudy,sunny,2018,4,26,0,0,Mid-Atlantic,South-Atlantic
AA,STL,PHL,1516,1830,-9.0,134.0,1.0,814.0,cloudy,cloudy,2018,11,19,2,3,West-North Central,Mid-Atlantic
UA,CMH,ORD,1143,1204,39.0,81.0,1.0,296.0,cloudy,snow & rain,2018,11,17,0,2,East-North Central,East-North Central
DL,LGA,ORD,1210,1359,-15.0,169.0,1.0,733.0,cloudy,cloudy,2019,12,15,2,2,Mid-Atlantic,East-North Central
AS,SCC,BRW,1750,1835,-19.0,45.0,1.0,204.0,no weather data,no weather data,2019,9,5,3,3,Pacific,Pacific
WN,HOU,SEA,1915,2155,49.0,280.0,1.0,1894.0,rain,sunny,2019,6,30,3,1,West-South Central,Pacific
AA,CAK,ORD,1436,1515,28.0,99.0,1.0,343.0,rain,rain,2018,5,11,2,2,East-North Central,East-North Central
DL,BUF,MSP,640,750,0.0,130.0,1.0,735.0,rain,cloudy,2018,8,25,0,0,Mid-Atlantic,West-North Central
G4,LAS,OMA,833,1313,-27.0,160.0,1.0,1099.0,sunny,rain,2018,3,26,0,2,South-West,West-North Central
AA,CLT,ORD,1450,1601,18.0,131.0,1.0,599.0,rain,cloudy,2018,1,23,2,2,South-Atlantic,East-North Central
DL,MEM,ATL,700,915,-19.0,75.0,1.0,332.0,sunny,sunny,2018,10,12,0,0,East-South Central,South-Atlantic
HA,OAK,LIH,900,1130,-27.0,330.0,1.0,2457.0,sunny,sunny,2019,10,5,0,0,Pacific,Pacific
AA,DFW,MSN,1435,1648,-9.0,133.0,1.0,821.0,sunny,sunny,2019,9,5,2,2,West-South Central,East-North Central
AS,SEA,HNL,1753,2225,-23.0,392.0,1.0,2677.0,rain,rain,2018,11,22,3,1,Pacific,Pacific
AA,PHX,OAK,820,925,-9.0,125.0,1.0,646.0,sunny,sunny,2018,11,10,0,0,South-West,Pacific
AA,AUS,MIA,1028,1405,-16.0,157.0,1.0,1103.0,rain,sunny,2019,11,7,0,2,West-South Central,South-Atlantic
WN,CLT,HOU,1320,1500,0.0,160.0,1.0,920.0,rain,rain,2018,4,22,2,2,South-Atlantic,West-South Central
WN,DAL,ATL,1720,2020,36.0,120.0,1.0,721.0,rain,sunny,2018,10,12,3,3,West-South Central,South-Atlantic
AA,DFW,MIA,1025,1421,-18.0,176.0,1.0,1121.0,sunny,rain,2018,8,30,0,2,West-South Central,South-Atlantic
DL,RDU,MSP,846,1041,-16.0,175.0,1.0,980.0,sunny,cloudy,2019,2,2,0,0,South-Atlantic,West-North Central
UA,PIT,DEN,846,1025,-13.0,219.0,1.0,1290.0,snow,cloudy,2018,4,7,0,0,Mid-Atlantic,South-West
AA,BUF,DCA,940,1059,-20.0,79.0,1.0,296.0,cloudy,rain,2018,9,1,0,0,Mid-Atlantic,Mid-Atlantic
WN,RDU,HOU,900,1105,-13.0,185.0,1.0,1050.0,sunny,sunny,2018,11,16,0,0,South-Atlantic,West-South Central
DL,CHS,DTW,700,905,0.0,125.0,1.0,667.0,rain,rain,2019,4,12,0,0,South-Atlantic,East-North Central
AA,DFW,RNO,1220,1341,1.0,201.0,1.0,1345.0,sunny,sunny,2019,7,25,2,2,West-South Central,South-West
UA,DEN,COS,947,1040,-20.0,53.0,1.0,73.0,sunny,sunny,2019,1,8,0,0,South-West,South-West
UA,PHL,IAH,1245,1538,-1.0,233.0,1.0,1325.0,sunny,rain,2019,11,5,2,2,Mid-Atlantic,West-South Central
DL,IAH,LGA,1900,2331,87.0,211.0,1.0,1416.0,cloudy,sunny,2019,8,8,3,1,West-South Central,Mid-Atlantic
UA,CLT,IAH,1522,1722,3.0,180.0,1.0,912.0,rain,rain,2018,4,7,2,3,South-Atlantic,West-South Central
AA,ERI,ORD,1457,1540,-19.0,103.0,1.0,398.0,rain,rain,2019,8,16,2,2,Mid-Atlantic,East-North Central
NK,BQN,FLL,259,525,-7.0,146.0,1.0,982.0,rain,rain,2018,7,30,1,0,Offshore Territory,South-Atlantic
AA,PHL,GRR,2055,2301,-8.0,126.0,1.0,573.0,sunny,sunny,2019,3,12,3,1,Mid-Atlantic,East-North Central
WN,MDW,PHL,1405,1700,1.0,115.0,1.0,668.0,sunny,sunny,2018,1,19,2,3,East-North Central,Mid-Atlantic
AA,CLT,LYH,1645,1752,-18.0,67.0,1.0,175.0,rain,rain,2019,1,24,2,3,South-Atlantic,Mid-Atlantic
AA,PHL,MDT,1055,1200,-12.0,65.0,1.0,84.0,rain,rain,2018,8,1,0,2,Mid-Atlantic,Mid-Atlantic
DL,HNL,SLC,2055,659,-40.0,364.0,1.0,2994.0,sunny,sunny,2019,3,17,3,0,Pacific,South-West
UA,PWM,IAD,1940,2120,-1.0,100.0,1.0,493.0,rain,sunny,2018,7,28,3,1,New England,Mid-Atlantic
AA,ORD,IND,955,1153,-6.0,58.0,1.0,177.0,sunny,sunny,2018,6,17,0,0,East-North Central,East-North Central
AA,JFK,PHX,1015,1400,-20.0,345.0,1.0,2153.0,rain,sunny,2018,12,16,0,2,Mid-Atlantic,South-West
WN,PHX,SFO,2045,2245,-9.0,120.0,1.0,651.0,sunny,cloudy,2018,10,10,3,1,South-West,Pacific
AA,RDU,DFW,1317,1536,-7.0,199.0,1.0,1061.0,rain,rain,2019,2,21,2,2,South-Atlantic,West-South Central
WN,TUS,LAS,1910,2025,-13.0,75.0,1.0,365.0,sunny,sunny,2019,7,26,3,3,South-West,South-West
AA,PHL,SEA,1755,2114,-31.0,379.0,1.0,2378.0,sunny,sunny,2018,1,3,3,1,Mid-Atlantic,Pacific
DL,ATL,DFW,2247,2358,-4.0,131.0,1.0,731.0,rain,sunny,2019,7,21,1,1,South-Atlantic,West-South Central
AA,HPN,CLT,642,846,-19.0,124.0,1.0,564.0,rain,sunny,2019,10,10,0,0,Mid-Atlantic,South-Atlantic
AA,DFW,SWO,2230,2330,-9.0,60.0,1.0,225.0,cloudy,sunny,2018,7,8,1,1,West-South Central,West-South Central
WN,SAT,HOU,1740,1835,-12.0,55.0,1.0,192.0,sunny,sunny,2018,10,11,3,3,West-South Central,West-South Central
AA,SMF,CLT,2230,609,-26.0,279.0,1.0,2244.0,sunny,cloudy,2018,2,15,1,0,Pacific,South-Atlantic
AA,MCO,CLT,628,810,-11.0,102.0,1.0,468.0,rain,rain,2018,5,15,0,0,South-Atlantic,South-Atlantic
AS,LAX,SEA,1935,2218,-1.0,163.0,1.0,954.0,sunny,rain,2018,5,8,3,1,Pacific,Pacific
NK,MCO,CAK,1950,2209,19.0,139.0,1.0,861.0,sunny,sunny,2019,11,26,3,1,South-Atlantic,East-North Central
DL,FAI,SEA,1319,1805,0.0,286.0,1.0,1533.0,cloudy,cloudy,2019,3,9,2,3,Pacific,Pacific
DL,SEA,MFR,1542,1720,139.0,98.0,1.0,352.0,sunny,sunny,2019,6,12,2,3,Pacific,Pacific
AS,SEA,LIH,925,1408,-31.0,403.0,1.0,2701.0,rain,rain,2018,12,8,0,2,Pacific,Pacific
AA,LAX,JAC,1818,2130,-16.0,132.0,1.0,784.0,sunny,rain,2018,7,3,3,1,Pacific,North-West
WN,HOU,LAX,1715,1855,-25.0,220.0,1.0,1390.0,sunny,sunny,2018,8,24,3,3,West-South Central,Pacific
DL,SNA,SEA,1530,1828,-26.0,178.0,1.0,978.0,sunny,cloudy,2019,3,16,2,3,Pacific,Pacific
UA,FSD,DEN,1302,1351,-20.0,109.0,1.0,483.0,sunny,sunny,2018,12,15,2,2,West-North Central,South-West
AA,DFW,SMF,1905,2106,18.0,241.0,1.0,1431.0,rain,sunny,2019,11,22,3,1,West-South Central,Pacific
AA,MCO,MIA,1005,1120,-9.0,75.0,1.0,192.0,sunny,rain,2019,2,25,0,0,South-Atlantic,South-Atlantic
WN,LAS,TPA,955,1705,-5.0,250.0,1.0,1984.0,sunny,cloudy,2018,1,26,0,3,South-West,South-Atlantic
DL,GTR,ATL,625,851,-12.0,86.0,1.0,241.0,sunny,sunny,2019,4,11,0,0,East-South Central,South-Atlantic
WN,SJC,DEN,935,1300,0.0,145.0,1.0,948.0,sunny,sunny,2019,6,24,0,2,Pacific,South-West
UA,IAH,TPA,2010,2320,25.0,130.0,1.0,787.0,rain,sunny,2018,3,5,3,1,West-South Central,South-Atlantic
AA,ORD,BNA,1200,1328,1.0,88.0,1.0,409.0,sunny,cloudy,2019,3,11,2,2,East-North Central,East-South Central
AS,SFO,PAE,2120,2335,-24.0,135.0,1.0,710.0,sunny,rain,2019,11,18,1,1,Pacific,Pacific
DL,ATL,TPA,1314,1440,-11.0,86.0,1.0,406.0,sunny,cloudy,2019,9,13,2,2,South-Atlantic,South-Atlantic
DL,SLC,SJC,1130,1228,-17.0,118.0,1.0,584.0,sunny,sunny,2018,11,13,0,2,South-West,Pacific
AS,DCA,SFO,1725,2030,-35.0,365.0,1.0,2442.0,cloudy,sunny,2019,10,1,3,3,Mid-Atlantic,Pacific
AA,CMH,LGA,600,750,-7.0,110.0,1.0,479.0,rain,rain,2018,5,22,0,0,East-North Central,Mid-Atlantic
G4,SFB,MLI,1556,1740,-2.0,164.0,1.0,1018.0,sunny,cloudy,2019,1,17,2,3,South-Atlantic,East-North Central
AA,DFW,BMI,1835,2036,12.0,121.0,1.0,690.0,rain,sunny,2019,1,3,3,3,West-South Central,East-North Central
AA,CVG,JFK,1140,1350,22.0,130.0,1.0,589.0,sunny,sunny,2019,7,24,0,2,East-North Central,Mid-Atlantic
UA,MSP,ORD,1437,1612,-2.0,95.0,1.0,334.0,sunny,sunny,2019,10,8,2,2,West-North Central,East-North Central
DL,CLE,DTW,1341,1441,10.0,60.0,1.0,95.0,rain,rain,2018,3,27,2,2,East-North Central,East-North Central
AA,DFW,ECP,1245,1446,-10.0,121.0,1.0,685.0,sunny,sunny,2019,1,9,2,2,West-South Central,South-Atlantic
UA,IAD,BOS,1705,1833,-11.0,88.0,1.0,413.0,cloudy,sunny,2018,12,25,3,3,Mid-Atlantic,New England
AA,DFW,TUL,855,1008,0.0,73.0,1.0,237.0,rain,rain,2019,3,9,0,0,West-South Central,West-South Central
UA,ORD,MSY,900,1128,-27.0,148.0,1.0,837.0,sunny,sunny,2018,1,30,0,0,East-North Central,West-South Central
UA,SFO,RDD,854,1002,-4.0,68.0,1.0,199.0,sunny,sunny,2019,10,13,0,0,Pacific,Pacific
NK,ATL,BWI,700,846,-3.0,106.0,1.0,577.0,rain,cloudy,2018,10,10,0,0,South-Atlantic,Mid-Atlantic
DL,SJC,LAX,1945,2109,12.0,84.0,1.0,308.0,rain,sunny,2018,4,15,3,1,Pacific,Pacific
UA,DEN,COS,1412,1457,-6.0,45.0,1.0,73.0,sunny,sunny,2018,9,18,2,2,South-West,South-West
UA,SMF,ORD,700,1301,-1.0,241.0,1.0,1781.0,sunny,cloudy,2019,10,24,0,2,Pacific,East-North Central
WN,IND,MCO,1840,2100,84.0,140.0,1.0,829.0,snow & rain,cloudy,2019,3,30,3,1,East-North Central,South-Atlantic
AA,CLT,ILM,755,901,5.0,66.0,1.0,185.0,sunny,sunny,2019,6,3,0,0,South-Atlantic,South-Atlantic
NK,JAX,BWI,1724,1925,-1.0,121.0,1.0,663.0,rain,rain,2019,7,12,3,3,South-Atlantic,Mid-Atlantic
AS,HNL,OAK,1740,55,5.0,315.0,1.0,2409.0,rain,rain,2019,2,27,3,1,Pacific,Pacific
DL,MIA,DTW,1331,1641,-24.0,190.0,1.0,1145.0,cloudy,cloudy,2018,1,16,2,2,South-Atlantic,East-North Central
AA,ORD,SJC,1705,1936,11.0,271.0,1.0,1829.0,rain,sunny,2019,7,16,3,3,East-North Central,Pacific
WN,MSY,HOU,605,715,1.0,70.0,1.0,302.0,rain,rain,2019,10,25,0,0,West-South Central,West-South Central
WN,SAN,MCI,1910,15,2.0,185.0,1.0,1334.0,sunny,sunny,2019,8,14,3,1,Pacific,West-North Central
DL,ABQ,ATL,1323,1814,1.0,171.0,1.0,1269.0,sunny,sunny,2019,12,3,2,3,South-West,South-Atlantic
AA,DFW,FSM,2230,2330,0.0,60.0,1.0,227.0,sunny,sunny,2019,5,14,1,1,West-South Central,West-South Central
DL,SLC,ATL,1715,2251,2.0,216.0,1.0,1590.0,sunny,sunny,2018,9,19,3,1,South-West,South-Atlantic
WN,SAN,SMF,1800,1930,-14.0,90.0,1.0,480.0,sunny,sunny,2019,4,24,3,3,Pacific,Pacific
UA,EWR,TPA,610,904,-30.0,174.0,1.0,997.0,rain,sunny,2019,5,29,0,0,Mid-Atlantic,South-Atlantic
UA,RDU,EWR,1355,1547,-24.0,112.0,1.0,416.0,sunny,sunny,2018,11,17,2,2,South-Atlantic,Mid-Atlantic
UA,LAX,IAH,2355,506,67.0,191.0,1.0,1379.0,sunny,cloudy,2019,5,2,1,0,Pacific,West-South Central
DL,MSP,ANC,1744,2042,-14.0,358.0,1.0,2519.0,sunny,cloudy,2019,5,13,3,3,West-North Central,Pacific
DL,DTW,SAN,2035,2232,-21.0,297.0,1.0,1956.0,rain,cloudy,2019,4,12,3,1,East-North Central,Pacific
AA,DEN,LAX,1410,1540,4.0,150.0,1.0,862.0,sunny,sunny,2019,5,2,2,2,South-West,Pacific
UA,CLT,EWR,1115,1308,-15.0,113.0,1.0,529.0,cloudy,sunny,2018,9,30,0,2,South-Atlantic,Mid-Atlantic
UA,EWR,BOS,1742,1903,39.0,81.0,1.0,200.0,rain,rain,2018,1,23,3,3,Mid-Atlantic,New England
UA,ORD,MSP,1425,1600,85.0,95.0,1.0,334.0,rain,sunny,2019,8,17,2,2,East-North Central,West-North Central
NK,LAX,TPA,1111,1904,-9.0,293.0,1.0,2158.0,sunny,rain,2018,7,6,0,3,Pacific,South-Atlantic
WN,GRR,MDW,1045,1040,-5.0,55.0,1.0,137.0,cloudy,rain,2018,11,1,0,0,East-North Central,East-North Central
WN,SLC,DEN,620,740,-2.0,80.0,1.0,391.0,sunny,sunny,2019,5,13,0,0,South-West,South-West
DL,DTW,OMA,830,936,-18.0,126.0,1.0,651.0,sunny,sunny,2018,7,12,0,0,East-North Central,West-North Central
UA,EWR,MCO,2035,2322,10.0,167.0,1.0,937.0,sunny,sunny,2019,9,11,3,1,Mid-Atlantic,South-Atlantic
WN,BWI,ISP,1505,1610,-7.0,65.0,1.0,220.0,sunny,sunny,2018,11,4,2,2,Mid-Atlantic,Mid-Atlantic
NK,DEN,MSP,1626,1924,-4.0,118.0,1.0,680.0,sunny,rain,2019,7,6,2,3,South-West,West-North Central
WN,BOS,MKE,1610,1800,-34.0,170.0,1.0,860.0,sunny,cloudy,2019,1,17,2,3,New England,East-North Central
AA,CLT,HPN,2038,2230,75.0,112.0,1.0,564.0,sunny,sunny,2018,6,15,3,1,South-Atlantic,Mid-Atlantic
AS,KOA,SAN,1435,2254,-26.0,319.0,1.0,2556.0,rain,cloudy,2018,8,28,2,1,Pacific,Pacific
AA,CLT,ATL,1459,1623,0.0,84.0,1.0,226.0,rain,rain,2018,8,10,2,2,South-Atlantic,South-Atlantic
UA,TUL,IAH,1655,1838,-15.0,103.0,1.0,429.0,cloudy,cloudy,2018,4,8,2,3,West-South Central,West-South Central
WN,CMH,MDW,1545,1550,-2.0,65.0,1.0,283.0,sunny,sunny,2019,6,11,2,2,East-North Central,East-North Central
AA,ORD,CMH,1650,1911,-10.0,81.0,1.0,296.0,cloudy,rain,2018,9,26,2,3,East-North Central,East-North Central
AA,SAT,CLT,626,1019,-1.0,173.0,1.0,1095.0,cloudy,rain,2019,3,8,0,0,West-South Central,South-Atlantic
