,departures_scheduled,departures_performed,payload,seats,passengers,freight,mail,distance,ramp_to_ramp,air_time,unique_carrier,airline_id,unique_carrier_name,region,carrier,carrier_name,carrier_group,carrier_group_new,origin_airport_id,origin_city_market_id,origin,origin_city_name,origin_country,origin_country_name,dest_airport_id,dest_city_market_id,dest,dest_city_name,dest_country,dest_country_name,aircraft_group,aircraft_type,aircraft_config,year,month,distance_group,class,data_source
2696,1.0,1.0,37073.0,154.0,121.0,21.0,0.0,403.0,93.0,67.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,13930,30977,ORD,"Chicago, IL",US,United States,13198,33198,MCI,"Kansas City, MO",US,United States,6,614,1,2016,6,1,F,DU
2697,0.0,3.0,147270.0,540.0,401.0,0.0,0.0,236.0,180.0,119.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,12892,32575,LAX,"Los Angeles, CA",US,United States,12889,32211,LAS,"Las Vegas, NV",US,United States,6,888,1,2015,1,1,F,DU
2698,21.0,21.0,751800.0,3780.0,3263.0,0.0,0.0,1500.0,3971.0,3577.0,NK,20416,Spirit Air Lines,D,NK,Spirit Air Lines,3,3,12889,32211,LAS,"Las Vegas, NV",US,United States,13495,33495,MSY,"New Orleans, LA",US,United States,6,694,1,2016,11,4,F,DU
2699,18.0,17.0,606734.0,2550.0,2146.0,727.0,10909.0,1589.0,3747.0,3270.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,14771,32457,SFO,"San Francisco, CA",US,United States,13487,31650,MSP,"Minneapolis, MN",US,United States,6,694,1,2015,5,4,F,DU
2700,0.0,4.0,8520.0,36.0,7.0,0.0,0.0,56.0,146.0,114.0,I4,21594,Scott Air LLC dba Island Air Express,D,I4,Scott Air LLC dba Island Air Express,1,5,12819,31401,KTN,"Ketchikan, AK",US,United States,12728,30007,KLW,"Klawock, AK",US,United States,4,479,1,2019,1,1,F,DU
2701,1.0,1.0,162114.0,0.0,0.0,61360.0,0.0,1798.0,199.0,181.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,13796,32457,OAK,"Oakland, CA",US,United States,13244,33244,MEM,"Memphis, TN",US,United States,7,732,2,2016,11,4,G,DU
2702,18.0,18.0,646522.0,2700.0,2494.0,1156.0,1283.0,770.0,2003.0,1671.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,11292,30325,DEN,"Denver, CO",US,United States,15016,31123,STL,"St. Louis, MO",US,United States,6,694,1,2017,6,2,F,DU
2703,4.0,4.0,173600.0,700.0,627.0,66.0,0.0,373.0,353.0,248.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14893,33192,SMF,"Sacramento, CA",US,United States,12892,32575,LAX,"Los Angeles, CA",US,United States,6,614,1,2017,5,1,F,DU
2704,9.0,9.0,258835.0,1062.0,532.0,364.0,0.0,1901.0,2817.0,2565.0,UA,19977,United Air Lines Inc.,P,UA,United Air Lines Inc.,3,3,12016,32016,GUM,"Guam, TT",US,United States,14309,34309,PVG,"Shanghai, China",CN,China,6,612,1,2017,3,4,F,IU
2705,10.0,10.0,978000.0,0.0,0.0,434312.0,0.0,2435.0,2892.0,2730.0,ABX,20453,ABX Air Inc,D,ABX,ABX Air Inc,2,2,14716,34716,SCK,"Stockton, CA",US,United States,10135,30135,ABE,"Allentown/Bethlehem/Easton, PA",US,United States,6,625,2,2016,8,5,G,DU
2706,3.0,3.0,96600.0,429.0,423.0,206.0,0.0,853.0,377.0,326.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14679,33570,SAN,"San Diego, CA",US,United States,11292,30325,DEN,"Denver, CO",US,United States,6,619,1,2015,7,2,F,DU
2707,31.0,31.0,2205609.0,0.0,0.0,1007326.0,0.0,1386.0,5321.0,4880.0,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,14107,30466,PHX,"Phoenix, AZ",US,United States,14512,34512,RFD,"Rockford, IL",US,United States,6,622,2,2019,5,3,G,DU
2708,57.0,57.0,2473800.0,9975.0,8894.0,22718.0,0.0,1587.0,11913.0,10739.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14107,30466,PHX,"Phoenix, AZ",US,United States,10397,30397,ATL,"Atlanta, GA",US,United States,6,614,1,2018,5,4,F,DU
2709,108.0,105.0,5428500.0,19634.0,16054.0,1554.0,86000.0,2075.0,34208.0,31530.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,14100,34100,PHL,"Philadelphia, PA",US,United States,14107,30466,PHX,"Phoenix, AZ",US,United States,6,699,1,2016,12,5,F,DU
2710,0.0,31.0,1793906.0,8881.0,7824.0,227542.0,0.0,5995.0,0.0,0.0,OZ,20277,Asiana Airlines Inc.,I,OZ,Asiana Airlines Inc.,0,0,12892,32575,LAX,"Los Angeles, CA",US,United States,12277,31945,ICN,"Seoul, South Korea",KR,South Korea,6,627,1,2016,5,12,F,IF
2711,0.0,2.0,7000.0,18.0,4.0,800.0,0.0,32.0,29.0,21.0,8E,20331,Bering Air Inc.,D,8E,Bering Air Inc.,1,5,15785,30020,WLK,"Selawik, AK",US,United States,13942,33942,ORV,"Noorvik, AK",US,United States,4,415,1,2016,8,1,L,DU
2712,31.0,30.0,1038000.0,4290.0,3851.0,40442.0,0.0,1357.0,5947.0,5479.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,12191,31453,HOU,"Houston, TX",US,United States,14908,32575,SNA,"Santa Ana, CA",US,United States,6,612,1,2015,3,3,F,DU
2713,4.0,4.0,136000.0,664.0,553.0,0.0,0.0,936.0,516.0,462.0,G4,20368,Allegiant Air,D,G4,Allegiant Air,3,3,10685,30685,BMI,"Bloomington/Normal, IL",US,United States,14112,33195,PIE,"St. Petersburg, FL",US,United States,6,655,1,2017,6,2,F,DU
2714,47.0,47.0,1673200.0,6016.0,4240.0,1668.0,0.0,224.0,3434.0,2008.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,12266,31453,IAH,"Houston, TX",US,United States,11298,30194,DFW,"Dallas/Fort Worth, TX",US,United States,6,698,1,2016,2,1,F,DU
2715,26.0,26.0,942700.0,3328.0,2787.0,24.0,18218.0,1262.0,4376.0,3739.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,14107,30466,PHX,"Phoenix, AZ",US,United States,15016,31123,STL,"St. Louis, MO",US,United States,6,698,1,2019,2,3,F,DU
2716,0.0,1.0,51700.0,187.0,186.0,0.0,0.0,298.0,79.0,56.0,US,20355,US Airways Inc.,D,US,US Airways Inc.,3,3,15096,35096,SYR,"Syracuse, NY",US,United States,11278,30852,DCA,"Washington, DC",US,United States,6,699,1,2015,4,1,L,DU
2717,17.0,17.0,714524.0,2822.0,2657.0,746.0,4914.0,801.0,2456.0,1848.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,13930,30977,ORD,"Chicago, IL",US,United States,11298,30194,DFW,"Dallas/Fort Worth, TX",US,United States,6,614,1,2019,7,2,F,DU
2718,31.0,31.0,3207100.0,8432.0,5814.0,1057680.0,11374.0,4118.0,15863.0,14936.0,AA,19805,American Airlines Inc.,L,AA,American Airlines Inc.,3,3,14717,34717,SCL,"Santiago, Chile",CL,Chile,13303,32467,MIA,"Miami, FL",US,United States,6,627,1,2019,8,9,F,IU
2719,0.0,1.0,40986.0,179.0,178.0,0.0,0.0,846.0,211.0,196.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,14057,34057,PDX,"Portland, OR",US,United States,11921,31921,GJT,"Grand Junction, CO",US,United States,6,888,1,2019,6,2,F,DU
2720,13.0,13.0,243620.0,910.0,761.0,0.0,0.0,751.0,1931.0,1548.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,15376,30436,TUS,"Tucson, AZ",US,United States,14771,32457,SFO,"San Francisco, CA",US,United States,6,631,1,2019,2,2,F,DU
2721,0.0,1.0,49760.0,199.0,75.0,0.0,0.0,1626.0,231.0,208.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,12478,31703,JFK,"New York, NY",US,United States,11292,30325,DEN,"Denver, CO",US,United States,6,622,1,2019,9,4,L,DU
2722,44.0,44.0,443960.0,1936.0,1629.0,3.0,0.0,692.0,6463.0,4938.0,MQ,20398,Envoy Air,D,MQ,Envoy Air,3,3,11067,31067,CMI,"Champaign/Urbana, IL",US,United States,11298,30194,DFW,"Dallas/Fort Worth, TX",US,United States,6,676,1,2019,1,2,F,DU
2723,2.0,3.0,130200.0,525.0,236.0,388.0,0.0,456.0,265.0,186.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,11292,30325,DEN,"Denver, CO",US,United States,12896,32896,LBB,"Lubbock, TX",US,United States,6,614,1,2019,12,1,F,DU
2724,0.0,2.0,159810.0,538.0,462.0,14347.0,1478.0,1846.0,1109.0,1024.0,UA,19977,United Air Lines Inc.,P,UA,United Air Lines Inc.,3,3,13930,30977,ORD,"Chicago, IL",US,United States,14771,32457,SFO,"San Francisco, CA",US,United States,6,627,1,2016,7,4,F,DU
2725,81.0,79.0,878322.0,3950.0,3480.0,0.0,0.0,300.0,5689.0,3905.0,AX,20237,Trans States Airlines,D,AX,Trans States Airlines,1,5,11292,30325,DEN,"Denver, CO",US,United States,14457,34457,RAP,"Rapid City, SD",US,United States,6,675,1,2018,1,1,F,DU
2726,1.0,1.0,35748.0,128.0,110.0,315.0,38.0,628.0,110.0,83.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,11292,30325,DEN,"Denver, CO",US,United States,12889,32211,LAS,"Las Vegas, NV",US,United States,6,698,1,2019,7,2,F,DU
2727,0.0,3.0,30000.0,0.0,0.0,1571.0,0.0,94.0,120.0,90.0,1YQ,21615,"Air Charter, Inc d/b/a Air Flamenco",D,1YQ,"Air Charter, Inc d/b/a Air Flamenco",1,6,15027,34992,STX,"Christiansted, VI",US,United States,14843,34819,SJU,"San Juan, PR",US,United States,4,489,2,2016,5,1,P,DU
2728,0.0,14.0,3314655.0,0.0,0.0,2420498.0,0.0,6537.0,10777.0,10336.0,PO,20100,Polar Air Cargo Airways,P,PO,Polar Air Cargo Airways,3,3,11193,33105,CVG,"Cincinnati, OH",US,United States,13744,32169,NRT,"Tokyo, Japan",JP,Japan,8,821,1,2017,8,14,P,IU
2729,5.0,5.0,136998.0,0.0,0.0,77154.0,0.0,662.0,696.0,535.0,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,12478,31703,JFK,"New York, NY",US,United States,14730,33044,SDF,"Louisville, KY",US,United States,6,622,2,2018,12,2,G,DU
2730,13.0,9.0,365120.0,1629.0,1341.0,432.0,94.0,1927.0,2600.0,2412.0,AS,19930,Alaska Airlines Inc.,D,AS,Alaska Airlines Inc.,3,3,11433,31295,DTW,"Detroit, MI",US,United States,14747,30559,SEA,"Seattle, WA",US,United States,6,634,1,2015,10,4,F,DU
2731,17.0,17.0,1364591.0,0.0,0.0,686156.0,0.0,1819.0,3724.0,3466.0,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,14908,32575,SNA,"Santa Ana, CA",US,United States,14730,33044,SDF,"Louisville, KY",US,United States,6,622,2,2016,5,4,G,DU
2732,0.0,2.0,2550.0,0.0,0.0,0.0,0.0,50.0,58.0,50.0,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Arctic Transportation,1,5,11028,31028,CKD,"Crooked Creek, AK",US,United States,10304,30304,ANI,"Aniak, AK",US,United States,0,35,2,2016,8,1,G,DU
2733,21.0,25.0,880080.0,3600.0,2982.0,5152.0,0.0,689.0,2730.0,2276.0,AS,19930,Alaska Airlines Inc.,D,AS,Alaska Airlines Inc.,3,3,14747,30559,SEA,"Seattle, WA",US,United States,14869,34614,SLC,"Salt Lake City, UT",US,United States,6,617,1,2015,2,2,F,DU
2734,0.0,1.0,5600.0,0.0,0.0,0.0,0.0,130.0,46.0,40.0,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Arctic Transportation,1,5,12704,32704,KKA,"Koyuk, AK",US,United States,13873,33873,OME,"Nome, AK",US,United States,4,412,2,2017,7,1,G,DU
2735,2.0,2.0,28000.0,140.0,0.0,0.0,0.0,525.0,214.0,186.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,15096,35096,SYR,"Syracuse, NY",US,United States,11995,31995,GSO,"Greensboro/High Point, NC",US,United States,6,638,1,2019,5,2,F,DU
2736,29.0,29.0,1258600.0,5075.0,4960.0,21899.0,0.0,2335.0,9772.0,9087.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,10821,30852,BWI,"Baltimore, MD",US,United States,14747,30559,SEA,"Seattle, WA",US,United States,6,614,1,2015,6,5,F,DU
2737,4.0,4.0,60800.0,304.0,238.0,0.0,0.0,1078.0,678.0,563.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,12892,32575,LAX,"Los Angeles, CA",US,United States,14457,34457,RAP,"Rapid City, SD",US,United States,6,673,1,2019,6,3,F,DU
2738,140.0,139.0,3030617.0,10564.0,7126.0,0.0,0.0,323.0,11965.0,7612.0,YX,20452,Republic Airline,D,YX,Republic Airline,2,2,11278,30852,DCA,"Washington, DC",US,United States,11066,31066,CMH,"Columbus, OH",US,United States,6,673,1,2017,8,1,F,DU
2739,2.0,2.0,85379.0,332.0,262.0,12.0,0.0,628.0,234.0,179.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,10994,30994,CHS,"Charleston, SC",US,United States,11618,31703,EWR,"Newark, NJ",US,United States,6,614,1,2017,6,2,F,DU
2740,0.0,1.0,34600.0,143.0,125.0,0.0,0.0,853.0,149.0,133.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,12191,31453,HOU,"Houston, TX",US,United States,14635,31714,RSW,"Fort Myers, FL",US,United States,6,612,1,2018,3,2,F,DU
2741,0.0,210.0,3817020.0,15951.0,12311.0,4222.0,0.0,324.0,0.0,0.0,KV,21611,Sky Regional Airlines Inc.,I,KV,Sky Regional Airlines Inc.,0,0,12953,31703,LGA,"New York, NY",US,United States,16217,36083,YUL,"Montreal, Canada",CA,Canada,6,673,1,2018,4,1,F,IF
2742,2.0,2.0,77758.0,320.0,272.0,0.0,0.0,1510.0,449.0,389.0,DL,19790,Delta Air Lines Inc.,L,DL,Delta Air Lines Inc.,3,3,11032,31032,CUN,"Cancun, Mexico",MX,Mexico,13342,33342,MKE,"Milwaukee, WI",US,United States,6,694,1,2017,2,4,F,IU
2743,0.0,12.0,3565482.0,0.0,0.0,2916657.0,0.0,4275.0,5735.0,5377.0,5Y,20007,Atlas Air Inc.,I,5Y,Atlas Air Inc.,3,3,12217,30255,HSV,"Huntsville, AL",US,United States,15018,30730,STN,"London, United Kingdom",GB,United Kingdom,8,821,1,2016,10,9,P,IU
2744,43.0,45.0,1548110.0,5724.0,4279.0,7820.0,0.0,223.0,2565.0,1697.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,10397,30397,ATL,"Atlanta, GA",US,United States,15249,35249,TLH,"Tallahassee, FL",US,United States,6,698,1,2016,4,1,F,DU
2745,35.0,34.0,1416619.0,5596.0,4291.0,362.0,0.0,965.0,5169.0,4515.0,UA,19977,United Air Lines Inc.,L,UA,United Air Lines Inc.,3,3,10846,30846,BZE,"Belize City, Belize",BZ,Belize,12266,31453,IAH,"Houston, TX",US,United States,6,614,1,2017,2,2,F,IU
2746,152.0,150.0,7753500.0,28044.0,24279.0,3563.0,70201.0,2296.0,47777.0,43685.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,11057,31057,CLT,"Charlotte, NC",US,United States,14771,32457,SFO,"San Francisco, CA",US,United States,6,699,1,2019,8,5,F,DU
2747,26.0,26.0,899600.0,3718.0,2872.0,7438.0,0.0,451.0,2147.0,1757.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,12339,32337,IND,"Indianapolis, IN",US,United States,13198,33198,MCI,"Kansas City, MO",US,United States,6,612,1,2017,6,1,F,DU
2748,0.0,19.0,845112.0,4180.0,3163.0,0.0,0.0,3201.0,0.0,0.0,WW,21598,WOW Air ehf,I,WW,WOW Air ehf,0,0,15016,31123,STL,"St. Louis, MO",US,United States,12651,32651,KEF,"Keflavik/Reykjavik, Iceland",IS,Iceland,6,699,1,2018,6,7,F,IF
2749,3.0,5.0,88050.0,350.0,302.0,0.0,0.0,718.0,775.0,584.0,G7,20500,GoJet Airlines LLC d/b/a United Express,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,12478,31703,JFK,"New York, NY",US,United States,14685,34685,SAV,"Savannah, GA",US,United States,6,631,1,2016,4,2,F,DU
2750,3.0,3.0,578007.0,0.0,0.0,338505.0,0.0,3434.0,1396.0,1253.0,FX,20107,Federal Express Corporation,P,FX,Federal Express Corporation,3,3,10299,30299,ANC,"Anchorage, AK",US,United States,13744,32169,NRT,"Tokyo, Japan",JP,Japan,7,740,2,2016,2,7,G,IU
2751,30.0,30.0,950540.0,4500.0,3555.0,190.0,796.0,977.0,5222.0,4349.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,12339,32337,IND,"Indianapolis, IN",US,United States,11292,30325,DEN,"Denver, CO",US,United States,6,694,1,2019,12,2,F,DU
2752,12.0,12.0,2321028.0,0.0,0.0,1603935.0,0.0,3020.0,4199.0,3857.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,10299,30299,ANC,"Anchorage, AK",US,United States,12339,32337,IND,"Indianapolis, IN",US,United States,7,740,2,2019,9,7,G,DU
2753,0.0,17.0,649081.0,2482.0,2226.0,0.0,0.0,1498.0,0.0,0.0,AC,19531,Air Canada,I,AC,Air Canada,0,0,16085,36085,YHZ,"Halifax, Canada",CA,Canada,13204,31454,MCO,"Orlando, FL",US,United States,6,694,1,2016,4,3,F,IF
2754,0.0,1.0,1850.0,6.0,0.0,34.0,367.0,29.0,26.0,25.0,K3,20383,Venture Travel LLC d/b/a Taquan Air Service,D,K3,Venture Travel LLC d/b/a Taquan Air Service,1,5,12633,32633,KCC,"Coffman Cove, AK",US,United States,11484,31484,EDA,"Edna Bay, AK",US,United States,0,40,4,2015,3,1,F,DU
2755,50.0,50.0,1948354.0,7758.0,6584.0,158.0,0.0,405.0,4398.0,3353.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,11278,30852,DCA,"Washington, DC",US,United States,11433,31295,DTW,"Detroit, MI",US,United States,6,694,1,2016,6,1,F,DU
2756,0.0,26.0,2204246.0,5745.0,5299.0,511075.0,0.0,3465.0,0.0,0.0,BA,19540,British Airways Plc,I,BA,British Airways Plc,0,0,12972,30730,LHR,"London, United Kingdom",GB,United Kingdom,11618,31703,EWR,"Newark, NJ",US,United States,6,627,1,2016,7,7,F,IF
2757,7.0,7.0,260400.0,1302.0,1153.0,0.0,0.0,1164.0,1097.0,942.0,F9,20436,Frontier Airlines Inc.,D,F9,Frontier Airlines Inc.,3,3,14679,33570,SAN,"San Diego, CA",US,United States,10423,30423,AUS,"Austin, TX",US,United States,6,722,1,2019,12,3,F,DU
2758,37.0,37.0,651570.0,2590.0,1900.0,0.0,0.0,427.0,3618.0,2455.0,G7,20500,GoJet Airlines LLC d/b/a United Express,D,G7,GoJet Airlines LLC d/b/a United Express,2,2,12478,31703,JFK,"New York, NY",US,United States,14492,34492,RDU,"Raleigh/Durham, NC",US,United States,6,631,1,2016,11,1,F,DU
2759,0.0,4.0,968000.0,0.0,0.0,36498.0,0.0,5154.0,0.0,0.0,CV,19545,Cargolux Airlines International S.A,I,CV,Cargolux Airlines International S.A,0,0,13113,33113,LUX,"Luxembourg, Luxembourg",LU,Luxembourg,12266,31453,IAH,"Houston, TX",US,United States,8,820,2,2016,6,11,G,IF
2760,1.0,1.0,80907.0,0.0,0.0,5008.0,0.0,348.0,83.0,53.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,13495,33495,MSY,"New Orleans, LA",US,United States,13244,33244,MEM,"Memphis, TN",US,United States,6,692,2,2015,11,1,G,DU
2761,0.0,1.0,2370.0,9.0,6.0,268.0,0.0,179.0,54.0,50.0,5V,20408,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,D,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,1,11630,31517,FAI,"Fairbanks, AK",US,United States,10783,30783,BTT,"Bettles, AK",US,United States,4,479,3,2019,7,1,L,DU
2762,108.0,108.0,3901800.0,13824.0,11009.0,14025.0,0.0,290.0,7152.0,4956.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,11057,31057,CLT,"Charlotte, NC",US,United States,13931,33667,ORF,"Norfolk, VA",US,United States,6,698,1,2017,9,1,F,DU
2763,3.0,3.0,127250.0,474.0,187.0,608.0,225.0,954.0,479.0,397.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,12892,32575,LAX,"Los Angeles, CA",US,United States,14747,30559,SEA,"Seattle, WA",US,United States,6,614,1,2015,10,2,F,DU
2764,3.0,3.0,187440.0,0.0,0.0,17205.0,0.0,76.0,164.0,71.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,13487,31650,MSP,"Minneapolis, MN",US,United States,14633,32547,RST,"Rochester, MN",US,United States,6,622,2,2016,1,1,G,DU
2765,0.0,25.0,1036464.0,4050.0,3508.0,0.0,0.0,1055.0,0.0,0.0,RV,21610,Air Canada rouge LP,I,RV,Air Canada rouge LP,0,0,16271,36106,YYZ,"Toronto, Canada",CA,Canada,13204,31454,MCO,"Orlando, FL",US,United States,6,694,1,2019,10,3,F,IF
2766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,MW,21242,"Mokulele Flight Services, Inc.",D,MW,"Mokulele Flight Services, Inc.",1,5,12492,32492,JHM,"Kapalua, HI",US,United States,13034,33034,LNY,"Lanai, HI",US,United States,4,416,1,2018,5,1,F,DU
2767,57.0,56.0,484400.0,2072.0,1351.0,799.0,0.0,311.0,5612.0,4582.0,PT,20427,Piedmont Airlines,D,PT,Piedmont Airlines,1,6,14100,34100,PHL,"Philadelphia, PA",US,United States,14574,34574,ROA,"Roanoke, VA",US,United States,4,483,1,2016,4,1,F,DU
2768,4.0,4.0,79544.0,304.0,274.0,0.0,0.0,1045.0,622.0,548.0,CP,21167,Compass Airlines,L,CP,Compass Airlines,2,2,12892,32575,LAX,"Los Angeles, CA",US,United States,13594,33594,MZT,"Mazatlan, Mexico",MX,Mexico,6,673,1,2017,6,3,F,IU
2769,2.0,2.0,82889.0,320.0,265.0,0.0,0.0,1957.0,534.0,491.0,UA,19977,United Air Lines Inc.,L,UA,United Air Lines Inc.,3,3,11618,31703,EWR,"Newark, NJ",US,United States,10411,30411,AUA,"Aruba, Aruba",AW,Aruba,6,614,1,2016,7,4,F,IU
2770,4.0,4.0,404000.0,624.0,602.0,0.0,0.0,1259.0,720.0,612.0,G4,20368,Allegiant Air,D,G4,Allegiant Air,2,2,10466,30466,AZA,"Phoenix, AZ",US,United States,15008,32556,STC,"St. Cloud, MN",US,United States,6,698,1,2015,6,3,F,DU
2771,3.0,3.0,70435.0,378.0,259.0,0.0,0.0,1783.0,787.0,685.0,UA,19977,United Air Lines Inc.,L,UA,United Air Lines Inc.,3,3,11618,31703,EWR,"Newark, NJ",US,United States,10312,30312,ANU,"St. Johns, Antigua and Barbuda",AG,Antigua and Barbuda,6,612,1,2019,1,4,F,IU
2772,1.0,1.0,63204.0,0.0,0.0,6500.0,0.0,411.0,73.0,58.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,12278,30928,ICT,"Wichita, KS",US,United States,11775,31775,FSD,"Sioux Falls, SD",US,United States,6,622,2,2019,12,1,G,DU
2773,1.0,1.0,192079.0,0.0,0.0,67779.0,0.0,646.0,117.0,96.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,14107,30466,PHX,"Phoenix, AZ",US,United States,13796,32457,OAK,"Oakland, CA",US,United States,7,740,2,2015,3,2,G,DU
2774,0.0,1.0,85065.0,234.0,143.0,2143.0,0.0,594.0,113.0,82.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,10397,30397,ATL,"Atlanta, GA",US,United States,11433,31295,DTW,"Detroit, MI",US,United States,6,696,1,2018,3,2,F,DU
2775,6.0,6.0,193200.0,858.0,695.0,0.0,0.0,1072.0,1090.0,991.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14307,30721,PVD,"Providence, RI",US,United States,13204,31454,MCO,"Orlando, FL",US,United States,6,619,1,2017,1,3,F,DU
2776,2.0,2.0,35480.0,130.0,49.0,0.0,0.0,425.0,171.0,120.0,EV,20366,ExpressJet Airlines LLC,D,EV,ExpressJet Airlines Inc.,3,3,11433,31295,DTW,"Detroit, MI",US,United States,10135,30135,ABE,"Allentown/Bethlehem/Easton, PA",US,United States,6,631,1,2016,10,1,F,DU
2777,1.0,1.0,13500.0,50.0,50.0,0.0,0.0,558.0,115.0,86.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,14869,34614,SLC,"Salt Lake City, UT",US,United States,13891,32575,ONT,"Ontario, CA",US,United States,6,629,1,2017,7,2,F,DU
2778,0.0,2.0,72000.0,0.0,0.0,0.0,0.0,194.0,112.0,82.0,U7,20447,USA Jet Airlines Inc.,I,U7,USA Jet Airlines Inc.,2,2,16078,36078,YHM,"Hamilton, Canada",CA,Canada,16091,31295,YIP,"Detroit, MI",US,United States,6,655,2,2016,9,1,P,IU
2779,31.0,31.0,1018970.0,4619.0,3319.0,2557.0,0.0,223.0,1733.0,1154.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,10397,30397,ATL,"Atlanta, GA",US,United States,15249,35249,TLH,"Tallahassee, FL",US,United States,6,655,1,2019,9,1,F,DU
2780,0.0,1.0,57000.0,0.0,0.0,0.0,0.0,630.0,90.0,78.0,GFQ,20166,Gulf And Caribbean Cargo,D,GFQ,Gulf And Caribbean Cargo,1,1,13198,33198,MCI,"Kansas City, MO",US,United States,12917,31066,LCK,"Columbus, OH",US,United States,7,715,2,2016,9,2,P,DU
2781,1.0,1.0,20640.0,76.0,72.0,0.0,0.0,252.0,57.0,42.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,11977,31977,GRB,"Green Bay, WI",US,United States,13487,31650,MSP,"Minneapolis, MN",US,United States,6,638,1,2016,8,1,F,DU
2782,1.0,1.0,32200.0,143.0,140.0,59.0,0.0,735.0,122.0,104.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14107,30466,PHX,"Phoenix, AZ",US,United States,10713,30713,BOI,"Boise, ID",US,United States,6,619,1,2017,2,2,F,DU
2783,9.0,9.0,949447.0,0.0,0.0,617963.0,0.0,468.0,956.0,723.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,13244,33244,MEM,"Memphis, TN",US,United States,12266,31453,IAH,"Houston, TX",US,United States,6,691,2,2019,2,1,G,DU
